,time,X1c.PAR1,X1c.PAR2,X1c.PAR3,X1c.PAR4,X1c.T1,X1c.T2,X1c.T3,X1c.T4,X1c.RH1,X1c.RH2,X1c.RH3,X1c.RH4,X1b.PAR1,X1b.PAR2,X1b.PAR3,X1b.PAR4,X1b.T1,X1b.T2,X1b.T3,X1b.T4,X1b.RH1,X1b.RH2,X1b.RH3,X1b.RH4,X1p.PAR1,X1p.PAR2,X1p.PAR3,X1p.PAR4,X1p.T1,X1p.T2,X1p.T3,X1p.T4,X1p.RH1,X1p.RH2,X1p.RH3,X1p.RH4
759,1238,125.4,27.5,10.07,0.07,21.42,20.35,20.09,20.57,75.52,86.16,83.82,78.11,108.63,61.64,39.99,0.06,20.69,20.49,20.83,20.96,78.33,81.22,76.67,76.04,144.56,116.62,84.91,2.73,20.73,20.78,20.2,20.23,78.35,78.41,82.78,82.55
760,1239,125.43,27.54,10.07,0.07,21.44,20.38,20.1,20.57,75.64,86.21,83.82,78.07,108.63,61.57,39.99,0.06,20.69,20.49,20.84,20.99,78.43,81.16,76.66,76.08,144.6,116.65,84.95,2.73,20.71,20.8,20.2,20.25,78.37,78.43,82.78,82.63
761,1240,125.43,27.5,10.03,0.07,21.41,20.37,20.09,20.56,75.64,86.23,83.84,78.05,108.67,61.61,39.99,0.06,20.67,20.48,20.81,20.99,78.48,81.03,76.62,76.08,144.64,116.65,84.95,2.73,20.71,20.8,20.18,20.24,78.39,78.44,82.75,82.62
762,1241,125.43,27.5,10.07,0.07,21.41,20.36,20.12,20.56,75.69,86.27,83.91,78.06,108.63,61.57,39.99,0.06,20.66,20.5,20.83,20.98,78.51,80.95,76.61,76.11,144.6,116.65,84.91,2.73,20.72,20.8,20.2,20.24,78.45,78.4,82.77,82.63
763,1242,125.4,27.5,10.03,0.07,21.41,20.34,20.11,20.55,75.71,86.23,83.92,78.02,108.63,61.57,39.99,0.06,20.7,20.5,20.81,20.98,78.59,80.82,76.58,76.12,144.6,116.65,84.91,2.73,20.7,20.77,20.17,20.21,78.52,78.38,82.82,82.58
764,1243,125.4,27.5,10.03,0.07,21.45,20.35,20.12,20.53,75.82,86.29,83.91,78.04,108.59,61.54,39.99,0.06,20.75,20.51,20.82,20.97,78.72,80.7,76.59,76.12,144.56,116.62,84.87,2.73,20.74,20.8,20.18,20.23,78.65,78.4,82.88,82.55
765,1244,125.43,27.5,10.03,0.07,21.46,20.35,20.1,20.54,75.9,86.33,83.9,78.04,108.63,61.57,39.99,0.06,20.72,20.51,20.83,20.99,78.68,80.63,76.65,76.16,144.6,116.65,84.91,2.73,20.74,20.76,20.15,20.22,78.74,78.35,83,82.36
766,1245,125.4,27.5,10.03,0.07,21.47,20.35,20.1,20.53,75.99,86.34,83.89,78.01,108.63,61.57,39.99,0.06,20.72,20.48,20.85,20.98,78.73,80.59,76.73,76.14,144.56,116.65,84.91,2.73,20.74,20.77,20.19,20.22,78.8,78.35,83.17,82.14
767,1246,125.36,27.47,10.03,0.07,21.45,20.34,20.1,20.56,76.03,86.36,83.92,77.98,108.56,61.5,39.96,0.06,20.73,20.51,20.85,20.98,78.75,80.54,76.81,76.17,144.45,116.58,84.84,2.73,20.71,20.75,20.18,20.22,78.77,78.34,83.3,81.86
768,1247,125.33,27.54,10.07,0.07,21.43,20.36,20.1,20.55,76.01,86.43,83.88,77.92,108.56,61.5,39.96,0.06,20.7,20.49,20.84,20.97,78.81,80.44,76.91,76.16,144.45,116.54,84.84,2.73,20.74,20.79,20.18,20.22,78.87,78.38,83.36,81.58
769,1248,125.51,27.58,10.07,0.07,21.45,20.36,20.09,20.54,76.11,86.44,83.88,77.85,108.67,61.61,39.99,0.06,20.71,20.49,20.82,21,78.85,80.38,76.98,76.23,144.64,116.73,84.95,2.73,20.72,20.8,20.16,20.24,78.89,78.43,83.33,81.29
770,1249,125.43,27.54,10.07,0.07,21.43,20.36,20.07,20.51,76.18,86.47,83.89,77.81,108.63,61.57,39.99,0.06,20.71,20.48,20.83,20.99,78.9,80.31,77.02,76.24,144.56,116.65,84.91,2.73,20.72,20.8,20.18,20.24,78.95,78.48,83.42,80.97
771,1250,125.4,27.54,10.1,0.07,21.43,20.33,20.12,20.56,76.33,86.45,83.91,77.86,108.59,61.68,39.96,0.06,20.71,20.47,20.83,21,78.89,80.25,77.09,76.23,144.49,116.62,84.87,2.69,20.72,20.78,20.16,20.24,78.98,78.45,83.47,80.68
772,1251,125.36,27.54,10.1,0.07,21.43,20.35,20.11,20.53,76.44,86.48,83.85,77.77,108.52,61.54,39.96,0.06,20.72,20.5,20.82,20.99,78.89,80.26,77.12,76.24,144.45,116.58,84.87,2.73,20.75,20.8,20.15,20.21,79.04,78.54,83.6,80.65
773,1252,125.4,27.54,10.21,0.07,21.46,20.34,20.1,20.54,76.64,86.44,83.84,77.72,108.56,61.57,39.96,0.06,20.71,20.5,20.81,20.98,78.87,80.22,77.14,76.24,144.49,116.58,84.87,2.73,20.75,20.78,20.18,20.24,79.04,78.57,83.62,80.46
774,1253,125.4,27.58,10.14,0.07,21.46,20.34,20.07,20.53,76.86,86.45,83.81,77.71,108.59,61.57,39.99,0.06,20.7,20.5,20.8,20.99,78.85,80.2,77.18,76.25,144.56,116.62,84.91,2.73,20.75,20.78,20.18,20.2,79.1,78.63,83.68,80.27
775,1254,125.33,27.58,10.1,0.07,21.46,20.34,20.11,20.55,77.09,86.45,83.85,77.68,108.52,61.5,39.96,0.06,20.69,20.5,20.83,20.98,78.78,80.14,77.28,76.23,144.45,116.54,84.84,2.73,20.74,20.76,20.19,20.2,79.09,78.67,83.72,80.13
776,1255,125.43,27.61,10.1,0.07,21.45,20.37,20.08,20.56,77.29,86.48,83.75,77.65,108.63,61.57,39.99,0.06,20.73,20.48,20.83,20.97,78.72,80.11,77.28,76.23,144.56,116.65,84.91,2.73,20.72,20.81,20.19,20.2,79.08,78.76,83.75,80.04
777,1256,125.4,27.58,10.1,0.07,21.42,20.36,20.08,20.55,77.28,86.48,83.75,77.62,108.59,61.57,39.99,0.06,20.68,20.5,20.84,20.96,78.74,80.11,77.27,76.15,144.53,116.62,84.87,2.73,20.73,20.81,20.17,20.21,79.15,78.76,83.72,80.01
778,1257,125.36,27.54,10.1,0.07,21.45,20.35,20.08,20.55,77.5,86.48,83.72,77.56,108.56,61.68,39.96,0.06,20.71,20.48,20.82,21.01,78.74,80.05,77.24,76.2,144.49,116.58,84.84,2.73,20.73,20.8,20.19,20.23,79.22,78.81,83.75,79.96
779,1258,125.36,27.54,10.07,0.07,21.43,20.35,20.11,20.52,77.59,86.47,83.71,77.53,108.59,61.57,39.96,0.06,20.69,20.48,20.86,21,78.75,80.02,77.23,76.14,144.53,116.62,84.87,2.73,20.73,20.79,20.17,20.24,79.32,78.8,83.76,79.96
780,1259,125.4,27.54,10.1,0.07,21.43,20.36,20.13,20.56,77.71,86.49,83.66,77.5,108.56,61.54,39.96,0.06,20.74,20.48,20.83,21,78.84,80.02,77.14,76.07,144.53,116.62,84.87,2.73,20.71,20.8,20.16,20.22,79.37,78.86,83.73,79.96
781,1300,125.4,27.54,10.07,0.07,21.45,20.34,20.13,20.53,77.8,86.45,83.67,77.42,108.59,61.54,39.96,0.06,20.73,20.48,20.84,20.98,78.81,80.02,77.06,75.99,144.56,116.65,84.91,2.69,20.74,20.76,20.15,20.2,79.46,78.89,83.72,79.93
782,1301,125.36,27.54,10.07,0.07,21.47,20.34,20.12,20.52,77.87,86.48,83.59,77.37,108.56,61.54,39.96,0.06,20.71,20.5,20.83,20.99,78.85,79.99,76.95,75.94,144.53,116.58,84.87,2.73,20.73,20.77,20.19,20.24,79.48,78.9,83.75,80.02
783,1302,125.36,27.54,10.07,0.07,21.48,20.34,20.08,20.52,77.85,86.48,83.55,77.37,108.48,61.5,39.96,0.1,20.68,20.5,20.84,20.98,78.82,80.01,76.88,75.81,144.49,116.58,84.87,2.69,20.74,20.77,20.18,20.2,79.51,78.96,83.75,80.07
784,1303,125.47,27.58,10.1,0.07,21.48,20.33,20.12,20.55,77.77,86.44,83.59,77.33,108.63,61.57,39.99,0.06,20.73,20.5,20.84,20.97,78.89,80.01,76.8,75.68,144.6,116.65,84.91,2.73,20.73,20.8,20.19,20.22,79.52,78.97,83.78,80.14
785,1304,125.47,27.54,10.18,0.07,21.46,20.36,20.08,20.55,77.63,86.49,83.5,77.34,108.63,61.64,39.99,0.06,20.73,20.48,20.84,20.97,78.85,79.99,76.75,75.56,144.56,116.69,84.91,2.73,20.74,20.79,20.16,20.2,79.57,78.97,83.78,80.26
786,1305,125.43,27.54,10.07,0.07,21.43,20.37,20.08,20.54,77.58,86.43,83.47,77.33,108.63,61.61,39.96,0.06,20.69,20.51,20.83,20.97,78.84,80.05,76.67,75.43,144.56,116.65,84.91,2.73,20.72,20.78,20.18,20.22,79.52,78.97,83.88,80.32
787,1306,125.36,27.5,10.07,0.07,21.47,20.34,20.1,20.52,77.43,86.38,83.39,77.3,108.52,61.54,39.92,0.06,20.69,20.49,20.82,20.99,78.84,80.03,76.64,75.4,144.45,116.58,84.84,2.69,20.73,20.78,20.17,20.24,79.49,78.97,83.92,80.38
788,1307,125.47,27.54,10.07,0.07,21.43,20.33,20.13,20.54,77.17,86.36,83.4,77.32,108.63,61.61,39.99,0.06,20.72,20.49,20.84,21,78.82,80.02,76.66,75.34,144.6,116.69,84.95,2.73,20.73,20.78,20.16,20.22,79.45,78.9,84.02,80.43
789,1308,125.4,27.54,10.1,0.07,21.44,20.35,20.12,20.52,76.95,86.34,83.34,77.3,108.59,61.57,39.96,0.06,20.74,20.49,20.83,20.99,78.95,80.02,76.59,75.29,144.49,116.62,84.87,2.73,20.75,20.76,20.15,20.23,79.4,78.84,84.11,80.47
790,1309,125.43,27.54,10.1,0.07,21.43,20.32,20.11,20.53,76.72,86.24,83.28,77.3,108.59,61.61,39.99,0.06,20.73,20.5,20.82,20.96,78.81,80.02,76.5,75.23,144.56,116.65,84.91,2.73,20.76,20.78,20.19,20.21,79.34,78.81,84.14,80.45
791,1310,125.4,27.5,10.1,0.07,21.43,20.33,20.09,20.52,76.47,86.15,83.21,77.3,108.59,61.68,39.96,0.06,20.72,20.52,20.83,20.99,78.78,80.02,76.42,75.22,144.56,116.62,84.91,2.69,20.76,20.78,20.18,20.24,79.25,78.75,84.14,80.53
792,1311,125.36,27.5,10.1,0.07,21.45,20.33,20.1,20.52,76.24,86.08,83.21,77.26,108.52,61.57,39.96,0.06,20.71,20.52,20.84,20.97,78.83,79.99,76.33,75.14,144.53,116.58,84.87,2.69,20.75,20.8,20.18,20.2,79.18,78.73,84.11,80.57
793,1312,125.4,27.5,10.1,0.07,21.45,20.37,20.09,20.54,76.02,86.01,83.18,77.27,108.48,61.57,39.96,0.06,20.7,20.51,20.84,20.98,78.71,79.89,76.27,75.01,144.53,116.62,84.91,2.73,20.72,20.81,20.17,20.2,79.14,78.68,84.06,80.63
794,1313,125.43,27.5,10.07,0.07,21.44,20.37,20.08,20.55,75.81,85.89,83.11,77.3,108.56,61.57,39.99,0.06,20.7,20.51,20.84,20.98,78.53,79.84,76.24,74.89,144.56,116.65,84.87,2.69,20.75,20.8,20.19,20.2,79.1,78.6,84.05,80.68
795,1314,125.47,27.5,10.1,0.07,21.4,20.37,20.1,20.54,75.74,85.77,83.11,77.29,108.59,61.57,39.99,0.06,20.72,20.49,20.81,20.97,78.38,79.81,76.2,74.75,144.6,116.69,84.91,2.73,20.73,20.8,20.17,20.24,78.98,78.57,83.86,80.77
796,1315,125.36,27.5,10.1,0.07,21.45,20.34,20.1,20.5,75.65,85.69,83.11,77.26,108.52,61.57,39.96,0.06,20.72,20.51,20.84,21.01,78.2,79.74,76.19,74.68,144.53,116.62,84.87,2.69,20.72,20.78,20.17,20.22,78.81,78.47,83.63,80.88
797,1316,125.33,27.5,10.1,0.07,21.41,20.36,20.12,20.54,75.56,85.65,83.15,77.33,108.52,61.64,39.96,0.06,20.73,20.49,20.81,20.99,78.08,79.6,76.1,74.55,144.49,116.54,84.84,2.69,20.71,20.78,20.17,20.23,78.6,78.38,83.36,80.91
798,1317,125.36,27.5,10.1,0.07,21.42,20.32,20.11,20.53,75.5,85.49,83.15,77.3,108.56,61.57,39.96,0.06,20.72,20.49,20.82,20.98,77.95,79.46,76.03,74.43,144.49,116.58,84.87,2.73,20.73,20.79,20.2,20.21,78.41,78.25,83.2,80.91
799,1318,125.36,27.5,10.14,0.07,21.41,20.33,20.1,20.53,75.44,85.38,83.21,77.3,108.56,61.57,39.96,0.06,20.68,20.49,20.82,20.95,77.83,79.34,76,74.35,144.56,116.58,84.87,2.73,20.72,20.81,20.2,20.23,78.23,78.16,83.01,80.94
800,1319,125.36,27.54,10.1,0.07,21.42,20.33,20.06,20.54,75.42,85.26,83.16,77.3,108.52,61.54,39.96,0.06,20.69,20.49,20.85,20.98,77.81,79.28,75.95,74.31,144.49,116.58,84.87,2.73,20.73,20.81,20.2,20.22,78,78.05,82.81,81.01
801,1320,125.36,27.54,10.14,0.07,21.44,20.34,20.11,20.57,75.37,85.23,83.28,77.33,108.56,61.57,39.96,0.06,20.71,20.51,20.83,20.96,77.67,79.18,75.91,74.22,144.49,116.58,84.87,2.73,20.72,20.81,20.17,20.22,77.83,77.94,82.72,81.04
802,1321,125.4,27.54,10.1,0.07,21.44,20.36,20.08,20.55,75.28,85.12,83.31,77.33,108.59,61.57,39.99,0.06,20.71,20.51,20.84,20.96,77.51,79.1,75.83,74.16,144.53,116.62,84.87,2.73,20.71,20.79,20.19,20.23,77.8,77.89,82.62,81.12
803,1322,125.43,27.54,10.14,0.07,21.42,20.36,20.08,20.56,75.25,85.05,83.37,77.27,108.63,61.57,39.99,0.06,20.69,20.51,20.83,20.96,77.39,79.01,75.75,74.1,144.56,116.65,84.91,2.69,20.71,20.81,20.17,20.2,77.56,77.84,82.39,81.19
804,1323,125.4,27.54,10.18,0.07,21.38,20.34,20.08,20.54,75.19,85,83.4,77.21,108.63,61.57,39.96,0.06,20.73,20.48,20.81,20.97,77.26,78.96,75.72,74.05,144.56,116.62,84.87,2.73,20.7,20.79,20.16,20.25,77.38,77.71,82.26,81.29
805,1324,125.36,27.54,10.14,0.07,21.42,20.34,20.12,20.53,75.19,84.99,83.47,77.19,108.56,61.54,39.96,0.06,20.75,20.52,20.84,20.98,77.07,78.92,75.71,74.04,144.49,116.58,84.87,2.69,20.7,20.79,20.15,20.23,77.14,77.57,82.14,81.39
806,1325,125.4,27.54,10.14,0.07,21.39,20.34,20.13,20.54,75.11,84.92,83.5,77.14,108.56,61.54,39.96,0.06,20.68,20.49,20.82,20.99,76.97,78.81,75.65,74.04,144.53,116.62,84.87,2.73,20.69,20.77,20.17,20.24,76.96,77.4,81.97,81.46
807,1326,125.43,27.58,10.14,0.07,21.4,20.32,20.13,20.53,75.05,84.91,83.47,77.12,108.59,61.57,39.99,0.06,20.69,20.49,20.82,20.98,76.76,78.72,75.61,74.07,144.56,116.69,84.91,2.73,20.7,20.79,20.19,20.24,76.88,77.27,81.84,81.45
808,1327,125.43,27.54,10.14,0.07,21.4,20.32,20.12,20.53,74.99,84.85,83.45,77.06,108.59,61.57,39.99,0.06,20.72,20.48,20.82,20.94,76.71,78.63,75.57,74.03,144.56,116.65,84.91,2.73,20.71,20.79,20.18,20.25,76.69,77.11,81.7,81.52
809,1328,125.47,27.58,10.14,0.07,21.4,20.33,20.09,20.51,74.99,84.79,83.44,76.98,108.63,61.61,39.99,0.06,20.71,20.47,20.84,20.99,76.68,78.52,75.67,74.09,144.64,116.69,84.95,2.73,20.71,20.79,20.18,20.24,76.55,76.95,81.58,81.5
810,1329,125.51,27.58,10.18,0.07,21.43,20.33,20.1,20.54,74.97,84.79,83.38,76.97,108.67,61.61,39.99,0.06,20.69,20.5,20.85,20.95,76.45,78.42,75.66,74.09,144.64,116.69,84.95,2.73,20.7,20.76,20.18,20.26,76.46,76.89,81.51,81.52
811,1330,125.47,27.54,10.29,0.07,21.43,20.35,20.1,20.55,74.91,84.71,83.32,76.91,108.67,61.61,39.99,0.06,20.7,20.5,20.85,20.96,76.3,78.3,75.77,74.13,144.64,116.69,84.95,2.73,20.7,20.77,20.18,20.25,76.36,76.75,81.37,81.55
812,1331,125.51,27.58,10.21,0.07,21.42,20.35,20.09,20.54,74.85,84.67,83.25,76.85,108.67,61.64,40.03,0.06,20.69,20.5,20.83,20.96,76.2,78.19,75.77,74.19,144.68,116.73,84.98,2.73,20.69,20.78,20.15,20.24,76.31,76.65,81.23,81.47
813,1332,125.47,27.58,10.18,0.07,21.38,20.31,20.07,20.51,74.79,84.61,83.17,76.82,108.67,61.61,39.99,0.06,20.69,20.49,20.85,20.98,76.08,78.08,75.82,74.21,144.64,116.69,84.95,2.73,20.69,20.78,20.16,20.26,76.19,76.6,81.23,81.32
814,1333,125.43,27.58,10.14,0.07,21.43,20.35,20.11,20.54,74.77,84.61,83.15,76.85,108.59,61.68,39.99,0.06,20.71,20.48,20.82,20.99,75.98,78.05,75.92,74.25,144.6,116.62,84.91,2.73,20.69,20.78,20.18,20.25,76.13,76.54,81.28,81.09
815,1334,125.43,27.58,10.1,0.07,21.4,20.32,20.1,20.51,74.66,84.51,83.15,76.82,108.63,61.68,39.99,0.06,20.71,20.49,20.81,21,75.92,78.01,76.03,74.28,144.6,116.65,84.91,2.73,20.68,20.79,20.18,20.24,76.09,76.54,81.41,80.74
816,1335,125.51,27.58,10.14,0.07,21.4,20.32,20.11,20.51,74.59,84.44,83.08,76.82,108.67,61.64,40.03,0.06,20.69,20.47,20.82,20.98,75.88,77.87,76.14,74.34,144.75,116.73,84.95,2.73,20.7,20.79,20.18,20.22,76.1,76.55,81.61,80.66
817,1336,125.43,27.58,10.14,0.07,21.39,20.31,20.08,20.52,74.55,84.36,83.03,76.82,108.59,61.57,39.99,0.06,20.67,20.46,20.82,20.95,75.83,77.84,76.2,74.3,144.56,116.65,84.91,2.73,20.7,20.8,20.18,20.25,76.07,76.54,81.7,80.43
818,1337,125.43,27.58,10.25,0.07,21.4,20.32,20.11,20.53,74.48,84.32,83.02,76.83,108.67,61.57,39.99,0.06,20.7,20.46,20.85,20.98,75.86,77.84,76.31,74.43,144.6,116.65,84.91,2.73,20.7,20.77,20.19,20.22,76.12,76.51,81.73,80.09
819,1338,125.43,27.58,10.14,0.07,21.42,20.34,20.09,20.55,74.4,84.23,82.98,76.85,108.59,61.57,39.99,0.06,20.67,20.47,20.85,20.97,75.75,77.85,76.36,74.5,144.53,116.62,84.87,2.73,20.68,20.8,20.18,20.23,76.12,76.59,81.85,79.84
820,1339,125.43,27.58,10.14,0.07,21.42,20.35,20.09,20.56,74.34,84.09,82.92,76.89,108.59,61.57,39.99,0.06,20.68,20.48,20.85,20.97,75.69,77.87,76.38,74.55,144.53,116.65,84.87,2.73,20.71,20.78,20.18,20.23,76.25,76.56,81.94,79.6
821,1340,125.36,27.58,10.14,0.07,21.44,20.34,20.08,20.54,74.24,83.98,82.89,76.9,108.56,61.54,39.96,0.06,20.68,20.49,20.82,20.98,75.69,77.93,76.35,74.62,144.53,116.58,84.84,2.69,20.7,20.77,20.17,20.22,76.4,76.57,82.01,79.41
822,1341,125.4,27.54,10.1,0.07,21.42,20.32,20.09,20.52,74.18,83.95,82.87,76.88,108.56,61.68,39.96,0.06,20.71,20.49,20.85,21,75.8,77.98,76.41,74.77,144.53,116.62,84.87,2.73,20.69,20.76,20.18,20.23,76.52,76.6,82.08,79.27
823,1342,125.4,27.54,10.14,0.07,21.42,20.34,20.1,20.54,74.15,83.85,82.82,76.94,108.59,61.68,39.96,0.06,20.7,20.48,20.82,21,75.87,78.02,76.41,74.91,144.56,116.65,84.91,2.73,20.71,20.79,20.19,20.23,76.64,76.65,82.16,79.11
824,1343,125.36,27.54,10.18,0.07,21.42,20.32,20.11,20.53,74.1,83.74,82.83,76.94,108.52,61.57,39.96,0.06,20.7,20.49,20.83,21,75.97,78.1,76.5,75.07,144.45,116.58,84.87,2.69,20.71,20.8,20.18,20.24,76.82,76.7,82.19,78.95
825,1344,125.36,27.54,10.1,0.07,21.41,20.3,20.1,20.52,74.03,83.68,82.75,77,108.52,61.54,39.96,0.06,20.66,20.49,20.82,20.99,75.95,78.14,76.6,75.18,144.49,116.58,84.84,2.73,20.71,20.79,20.17,20.21,76.96,76.8,82.19,78.92
826,1345,125.33,27.54,10.1,0.07,21.4,20.32,20.07,20.5,74.03,83.64,82.72,77,108.52,61.5,39.92,0.06,20.7,20.49,20.86,20.97,76.05,78.25,76.65,75.16,144.45,116.54,84.84,2.73,20.71,20.78,20.17,20.25,77.08,76.79,82.18,78.78
827,1346,125.36,27.54,10.1,0.07,21.39,20.34,20.1,20.54,74.02,83.62,82.75,77.08,108.56,61.54,39.96,0.06,20.67,20.48,20.86,21,76.1,78.34,76.78,75.28,144.49,116.58,84.84,2.73,20.71,20.78,20.17,20.23,77.07,76.9,82.14,78.6
828,1347,125.36,27.54,10.1,0.07,21.44,20.34,20.08,20.55,74.07,83.62,82.69,77.15,108.56,61.54,39.96,0.06,20.68,20.48,20.86,20.97,76.2,78.46,76.92,75.35,144.3,116.58,84.84,2.69,20.69,20.78,20.16,20.22,77.05,77,82,78.47
829,1348,125.43,27.54,10.1,0.07,21.43,20.33,20.09,20.56,74.12,83.58,82.66,77.17,108.63,61.64,39.99,0.06,20.68,20.5,20.84,20.98,76.28,78.59,76.98,75.41,144.45,116.65,84.91,2.73,20.71,20.78,20.17,20.22,77.04,77.06,81.87,78.32
830,1349,125.4,27.54,10.1,0.07,21.43,20.31,20.08,20.53,74.2,83.59,82.65,77.18,108.59,61.68,39.96,0.06,20.68,20.51,20.86,20.98,76.36,78.72,77.06,75.44,144.49,116.62,84.87,2.73,20.7,20.77,20.17,20.23,76.97,77.11,81.72,78.23
831,1350,125.47,27.54,10.1,0.07,21.42,20.31,20.11,20.54,74.26,83.61,82.7,77.2,108.63,61.72,39.99,0.06,20.73,20.5,20.83,21,76.42,78.87,77.2,75.53,144.45,116.65,84.91,2.73,20.69,20.82,20.19,20.22,76.9,77.19,81.57,78.1
832,1351,125.4,27.54,10.1,0.07,21.41,20.31,20.11,20.53,74.27,83.65,82.76,77.25,108.59,61.68,39.96,0.06,20.72,20.52,20.83,21,76.54,78.97,77.34,75.56,144.49,116.62,84.87,2.73,20.69,20.82,20.18,20.21,76.78,77.22,81.41,77.97
833,1352,125.43,27.58,10.1,0.07,21.43,20.32,20.12,20.52,74.37,83.68,82.77,77.27,108.67,61.72,39.99,0.06,20.72,20.49,20.83,21,76.63,78.95,77.5,75.56,144.6,116.65,84.91,2.73,20.72,20.8,20.17,20.22,76.7,77.23,81.18,77.84
834,1353,125.4,27.58,10.21,0.07,21.4,20.32,20.09,20.51,74.46,83.74,82.77,77.3,108.63,61.68,39.96,0.06,20.7,20.51,20.83,20.98,76.63,79.16,77.67,75.54,144.56,116.65,84.87,2.73,20.72,20.8,20.15,20.2,76.51,77.23,81.15,77.82
835,1354,125.4,27.54,10.1,0.07,21.4,20.3,20.1,20.52,74.51,83.8,82.81,77.33,108.59,61.54,39.96,0.06,20.74,20.49,20.85,20.98,76.76,79.25,77.84,75.51,144.53,116.62,84.87,2.73,20.71,20.8,20.18,20.22,76.39,77.22,80.95,77.66
836,1355,125.4,27.54,10.1,0.07,21.39,20.34,20.1,20.56,74.54,83.88,82.84,77.4,108.59,61.54,39.96,0.06,20.7,20.49,20.84,20.98,76.94,79.4,77.96,75.45,144.53,116.58,84.87,2.73,20.7,20.79,20.16,20.19,76.31,77.16,80.66,77.48
837,1356,125.4,27.58,10.1,0.07,21.42,20.33,20.09,20.55,74.62,83.95,82.89,77.39,108.59,61.54,39.96,0.06,20.7,20.49,20.85,20.97,77.17,79.52,78.07,75.37,144.56,116.62,84.87,2.73,20.71,20.78,20.16,20.21,76.28,77.16,80.45,77.33
838,1357,125.4,27.54,10.07,0.07,21.43,20.33,20.09,20.55,74.66,83.99,82.95,77.41,108.59,61.57,39.96,0.06,20.69,20.49,20.81,20.96,77.38,79.61,78.04,75.31,144.56,116.62,84.87,2.73,20.7,20.8,20.15,20.22,76.19,77.14,80.22,77.17
839,1358,125.36,27.54,10.07,0.07,21.44,20.29,20.09,20.52,74.68,83.95,83.08,77.38,108.56,61.54,39.96,0.06,20.71,20.5,20.84,20.96,77.64,79.72,78.15,75.18,144.49,116.58,84.84,2.73,20.7,20.8,20.16,20.22,76.13,77.13,80.06,77.04
840,1359,125.33,27.58,10.07,0.07,21.43,20.33,20.12,20.56,74.67,84.03,83.19,77.45,108.52,61.5,39.96,0.06,20.74,20.52,20.81,20.98,77.83,79.75,78.15,75.17,144.42,116.54,84.8,2.73,20.7,20.81,20.16,20.23,76.04,77.1,79.87,76.89
841,1400,125.43,27.54,10.07,0.07,21.41,20.32,20.13,20.53,74.65,84.04,83.3,77.44,108.63,61.64,39.96,0.06,20.76,20.51,20.82,20.97,78.01,79.81,78.2,75.04,144.56,116.62,84.87,2.73,20.7,20.8,20.16,20.22,76,77.08,79.71,76.75
842,1401,125.4,27.58,10.07,0.07,21.43,20.32,20.12,20.53,74.62,84.07,83.43,77.47,108.63,61.68,39.96,0.06,20.72,20.49,20.8,20.98,78,79.78,78.24,74.92,144.56,116.62,84.87,2.73,20.72,20.81,20.13,20.22,76.01,77.08,79.68,76.71
843,1402,125.43,27.65,10.07,0.07,21.4,20.32,20.09,20.53,74.54,84.07,83.42,77.48,108.63,61.72,39.96,0.06,20.73,20.5,20.84,20.95,78.16,79.77,78.33,74.83,144.6,116.62,84.87,2.73,20.72,20.79,20.16,20.22,75.95,77.06,79.57,76.69
844,1403,125.36,27.58,10.07,0.07,21.4,20.34,20.13,20.53,74.54,84.07,83.63,77.54,108.59,61.68,39.96,0.06,20.7,20.49,20.84,20.96,78.27,79.74,78.36,74.78,144.53,116.58,84.87,2.73,20.72,20.79,20.14,20.22,75.94,77.06,79.38,76.6
845,1404,125.47,27.58,10.07,0.07,21.38,20.34,20.1,20.55,74.48,83.95,83.72,77.57,108.71,61.68,39.99,0.06,20.71,20.47,20.84,20.95,78.37,79.72,78.38,74.65,144.6,116.65,84.91,2.73,20.68,20.78,20.14,20.2,75.91,77,79.27,76.49
846,1405,125.43,27.58,10.07,0.07,21.41,20.33,20.1,20.54,74.43,83.7,83.91,77.6,108.63,61.72,39.96,0.06,20.7,20.47,20.83,20.94,78.4,79.69,78.39,74.52,144.6,116.62,84.91,2.73,20.72,20.8,20.13,20.21,75.92,76.97,79.13,76.42
847,1406,125.43,27.58,10.07,0.07,21.42,20.31,20.1,20.54,74.37,83.51,84.11,77.62,108.67,61.72,39.96,0.06,20.71,20.48,20.84,20.94,78.41,79.69,78.39,74.4,144.53,116.62,84.91,2.73,20.69,20.8,20.15,20.2,75.88,76.91,79.06,76.41
848,1407,125.43,27.58,10.1,0.07,21.43,20.32,20.12,20.51,74.29,83.4,84.25,77.59,108.63,61.68,39.96,0.06,20.73,20.5,20.84,20.95,78.37,79.69,78.39,74.31,144.56,116.65,84.87,2.73,20.7,20.8,20.15,20.22,75.87,76.84,79.05,76.38
849,1408,125.4,27.58,10.07,0.07,21.41,20.3,20.13,20.54,74.22,83.05,84.46,77.62,108.63,61.72,39.96,0.06,20.74,20.5,20.82,20.97,78.25,79.75,78.35,74.25,144.53,116.62,84.84,2.73,20.7,20.78,20.14,20.22,75.87,76.77,79.11,76.39
850,1409,125.4,27.54,10.07,0.07,21.37,20.31,20.13,20.51,74.18,82.71,84.65,77.59,108.59,61.68,39.96,0.06,20.69,20.49,20.81,20.95,78.16,79.75,78.34,74.19,144.53,116.58,84.84,2.73,20.69,20.8,20.12,20.23,75.84,76.73,79.09,76.38
